country,capacity_MW,primary_fuel,generation_technology,age,output_MWh,fuel_used
Egypt,60,natural_gas,subcritical,43,36949,gas
Russia,565,bituminous,cogeneration,62,3187360,coal
United_Kingdom,940,natural_gas,CCGT,47,2400395,gas
China,600,anthracite,subcritical,13,2901500,coal
United_States,1396,lignite,subcritical,33,8856,coal
United_Kingdom,1000,coal,subcritical,47,5097637,coal
France,64,coal,subcritical,19,205819,coal
United_Kingdom,1200,natural_gas,CCGT,17,4358140,gas
United_States,710,natural_gas,OCGT,86,1976519,gas
Philippines,235,oil,Engine,10,530052,oil
Japan,1000,oil,supercritical,40,1407387,oil
United_States,100,oil,Engine,18,35131,oil
United_States,242,bituminous,subcritical,47,344061,coal
China,1200,bituminous,supercritical,10,6146662,coal
Spain,165,natural_gas,CCGT,47,949797,gas
United_States,550,natural_gas,CCGT,15,548443,gas
Turkey,600,natural_gas,CCGT,18,0,gas
Republic_of_Korea,300,oil,subcritical,7,2145390,oil
China,1200,coal,supercritical,10,0,coal
Poland,4440,lignite,subcritical,38,34500000,coal
China,1200,bituminous,supercritical,10,0,coal
Australia,170,lignite,subcritical,27,183727,coal
Romania,535,oil,subcritical,62,966417,oil
Italy,528,natural_gas,CCGT,19,1739775,gas
Australia,33,natural_gas,CCGT,5,114719,gas
United_States,2558,lignite,subcritical,42,15500000,coal
Ireland,470,natural_gas,CCGT,40,3633853,gas
Japan,1000,oil,supercritical,40,1407387,oil
Canada,47,natural_gas,OCGT,61,28106,gas
Taiwan,628,coal,subcritical,7,3907924,coal
Russia,136,natural_gas,CCGT,8,0,gas
Japan,350,oil,subcritical,10,2426218,oil
Argentina,132,natural_gas,OCGT,48,971315,gas
Venezuela,1080,natural_gas,CCGT,25,897278,gas
Japan,1200,coal,ultrasupercritical,8,3136972,coal
China,1200,bituminous,supercritical,7,0,coal
Russia,450,oil,cogeneration,47,2202695,oil
Kazakhstan,1000,coal,subcritical,7,3844574,coal
Russia,60,natural_gas,subcritical,52,542407,gas
Uzbekistan,1250,natural_gas,subcritical,25,1962535,gas
United_States,2,bituminous,subcritical,48,0,coal
Japan,2100,oil,subcritical,44,2815585,oil
India,1400,coal,subcritical,5,0,coal
Denmark,409,coal,subcritical,14,1429297,coal
United_States,1097,bituminous,subcritical,13,4328770,coal
Congo,100,natural_gas,OCGT,21,426830,gas
China,1260,bituminous,supercritical,10,6146662,coal
United_States,1370,natural_gas,CCGT,33,5863563,gas
Belgium,930,coal,subcritical,19,0,coal
India,600,coal,subcritical,5,0,coal
Malaysia,625,natural_gas,OCGT,55,1850903,gas
Russia,305,natural_gas,CCGT,61,1757413,gas
Russia,25,coal,subcritical,72,149882,coal
United_States,1500,subbituminous,subcritical,32,7054332,coal
Japan,1300,oil,subcritical,43,2058124,oil
China,1200,bituminous,subcritical,21,6144295,coal
Japan,2000,natural_gas,CCGT,26,6917015,gas
Japan,250,oil,subcritical,10,176216,oil
Spain,800,natural_gas,OCGT,14,3559368,gas
Canada,120,natural_gas,OCGT,41,120000,gas
Serbia,45,oil,cogeneration,16,20151,oil
China,1200,bituminous,supercritical,17,6109963,coal
Germany,5,natural_gas,CCGT,23,45222,gas
China,600,coal,subcritical,8,2901500,coal
Pakistan,257,natural_gas,CCGT,9,759984,gas
Venezuela,1000,natural_gas,CCGT,25,0,gas
Israel,125,natural_gas,CCGT,37,0,gas
China,1200,bituminous,supercritical,21,2912202,coal
United_States,232,subbituminous,subcritical,47,1140785,coal
Russia,240,coal,subcritical,44,1914940,coal
United_States,232,bituminous,subcritical,47,1140785,coal
China,600,bituminous,subcritical,14,4058904,coal
Japan,1400,bituminous,supercritical,14,8055395,coal
United_States,1567,bituminous,subcritical,32,5698110,coal
Japan,1886,natural_gas,subcritical,49,6502441,gas
United_States,7,natural_gas,CCGT,31,19787,gas
Canada,615,natural_gas,CCGT,9,1850903,gas
Japan,754,natural_gas,OCGT,1,0,gas
Australia,112,natural_gas,OCGT,27,130423,gas
Brazil,484,natural_gas,CCGT,16,2627965,gas
China,1200,coal,supercritical,12,5940181,coal
Russia,1180,natural_gas,subcritical,46,4642512,gas
Russia,2400,natural_gas,CCGT,41,5264458,gas
United_States,2,subbituminous,subcritical,48,0,coal
Russia,440,natural_gas,CCGT,4,0,gas
Mexico,113,oil,Engine,55,0,oil
France,1045,natural_gas,CCGT,69,4592489,gas
Japan,2000,bituminous,supercritical,20,12200000,coal
Japan,3966,oil,supercritical,50,8337582,oil
United_States,100,oil,Engine,18,35131,oil
Japan,2100,natural_gas,CCGT,17,12800000,gas
Thailand,1468,natural_gas,CCGT,9,8297868,gas
India,510,coal,subcritical,52,1100435,coal
Australia,240,natural_gas,CCGT,19,323059,gas
United_States,2,bituminous,subcritical,48,0,coal
Iran,640,oil,subcritical,22,3328857,oil
Russia,210,natural_gas,subcritical,41,666533,gas
Ukraine,3600,coal,subcritical,45,3475419,coal
New_Zealand,65,natural_gas,OCGT,18,210222,gas
China,1200,bituminous,supercritical,22,9638495,coal
Japan,3600,oil,supercritical,45,16100000,oil
Uruguay,220,oil,OCGT,25,425970,oil
Argentina,859,natural_gas,CCGT,48,2151845,gas
Poland,490,bituminous,cogeneration,63,3543883,coal
United_States,15,natural_gas,CCGT,31,4463,gas
Colombia,332,natural_gas,OCGT,18,1553993,gas
United_States,1000,natural_gas,CCGT,13,0,gas
Qatar,1350,natural_gas,CCGT,6,0,gas
India,500,coal,subcritical,21,4117614,coal
Saudi_Arabia,148,natural_gas,cogeneration,5,540184,gas
Russia,10,natural_gas,CCGT,56,32973,gas
Iran,315,natural_gas,OCGT,22,1085118,gas
United_States,2,subbituminous,subcritical,48,0,coal
Japan,3325,natural_gas,CCGT,19,19200000,gas
Russia,1182,natural_gas,CCGT,46,0,gas
United_States,422,subbituminous,subcritical,24,2691273,coal
India,1200,coal,supercritical,7,1615020,coal
Canada,30,natural_gas,OCGT,61,99208,gas
Japan,2000,bituminous,supercritical,19,12200000,coal
France,800,natural_gas,CCGT,12,2981555,gas
China,600,bituminous,supercritical,12,2508092,coal
Russia,285,natural_gas,CCGT,61,1823924,gas
United_States,100,oil,Engine,18,35131,oil
United_States,662,natural_gas,CCGT,36,4830430,gas
Oman,744,natural_gas,CCGT,4,0,gas
India,140,oil,OCGT,27,792971,oil
Australia,1480,lignite,subcritical,24,8098859,coal
China,2520,coal,subcritical,11,6292797,coal
United_States,652,natural_gas,CCGT,59,4531000,gas
United_States,279,bituminous,subcritical,62,1550877,coal
Australia,450,natural_gas,OCGT,8,1333567,gas
China,700,coal,subcritical,8,3273300,coal
China,1200,bituminous,supercritical,10,6848842,coal
Russia,447,natural_gas,CCGT,60,1360661,gas
Turkey,405,lignite,subcritical,27,1429297,coal
United_States,78,natural_gas,CCGT,26,350141,gas
Russia,2,lignite,subcritical,15,4774,coal
Malaysia,110,coal,subcritical,55,985372,coal
United_States,189,bituminous,subcritical,30,1048500,coal
China,1200,coal,supercritical,11,6146662,coal
Poland,2880,bituminous,subcritical,38,1965945,coal
Egypt,1000,natural_gas,OCGT,7,2142115,gas
United_States,880,natural_gas,CCGT,13,7571849,gas
Italy,4,natural_gas,CCGT,7,9453.5,gas
Russia,210,natural_gas,subcritical,84,771303,gas
Italy,137,natural_gas,CCGT,21,467663,gas
India,3000,coal,subcritical,22,22400000,coal
United_States,100,oil,Engine,18,35131,oil
Nigeria,136,natural_gas,OCGT,10,203152,gas
United_Arab_Emirates,790,natural_gas,subcritical,39,1581131,gas
Bolivia,153,natural_gas,OCGT,17,678960,gas
United_States,100,oil,Engine,18,35131,oil
United_States,41,natural_gas,CCGT,45,129996,gas
Belgium,460,natural_gas,CCGT,19,1490472,gas
Kenya,43,coal,supercritical,20,0,coal
United_States,100,oil,Engine,18,35131,oil
China,600,coal,subcritical,13,2901500,coal
United_States,242,subbituminous,subcritical,47,344061,coal
Hungary,240,lignite,cogeneration,11,911188,coal
Thailand,1434,bituminous,subcritical,9,6253373,coal
Brazil,230,oil,cogeneration,15,530052,oil
Israel,128,bituminous,subcritical,37,565348,coal
Russia,1670,natural_gas,CCGT,57,4761775,gas
China,1400,coal,subcritical,26,2253288,coal
United_States,242,bituminous,subcritical,47,344061,coal
Montenegro,219,subbituminous,subcritical,34,549398,coal
Taiwan,2100,coal,subcritical,7,12800000,coal
Egypt,683,natural_gas,subcritical,43,5039079,gas
Ghana,360,natural_gas,subcritical,15,0,gas
Lebanon,607,oil,Engine,-14,1227512,oil
Algeria,200,natural_gas,OCGT,29,685516,gas
Bangladesh,1130,natural_gas,CCGT,46,5323759,gas
Bangladesh,20,oil,OCGT,29,28066,oil
Ireland,747,natural_gas,CCGT,20,857559,gas
South_Africa,400,natural_gas,CCGT,0,502762,gas
India,1000,coal,subcritical,4,0,coal
United_Kingdom,67,natural_gas,OCGT,64,44123,gas
Argentina,361,natural_gas,OCGT,48,1403206,gas
United_States,232,subbituminous,subcritical,47,1140785,coal
Italy,152,natural_gas,CCGT,18,1173405,gas
United_States,989,natural_gas,CCGT,13,5145072,gas
United_States,1782,bituminous,subcritical,32,16500000,coal
Iran,150,natural_gas,OCGT,33,1173405,gas
Turkey,1200,natural_gas,CCGT,22,3303329,gas
Poland,1345,bituminous,cogeneration,61,5499564,coal
Australia,280,natural_gas,cogeneration,19,303590,gas
Ireland,116,natural_gas,OCGT,14,304008,gas
United_Kingdom,123,natural_gas,CCGT,64,113315,gas
China,1200,bituminous,supercritical,12,5940181,coal
Japan,2100,oil,subcritical,43,2815585,oil
United_Kingdom,140,natural_gas,CCGT,21,76865,gas
Japan,1245,oil,Engine,48,1953384,oil
China,2000,bituminous,ultrasupercritical,7,0,coal
India,1200,coal,subcritical,5,0,coal
China,600,anthracite,subcritical,12,2769693,coal
United_States,1000,natural_gas,CCGT,13,0,gas
China,800,bituminous,subcritical,12,3162000,coal
United_States,1200,natural_gas,CCGT,13,4358140,gas
Japan,1650,bituminous,subcritical,32,9625361,coal
Spain,800,natural_gas,CCGT,6,3877184,gas
Indonesia,2158,natural_gas,CCGT,5,9477230,gas
Japan,1446,natural_gas,CCGT,7,9918578,gas
Canada,780,natural_gas,CCGT,9,1790644,gas
Mexico,113,oil,Engine,55,0,oil
United_States,100,oil,Engine,18,35131,oil
United_States,1720,bituminous,subcritical,32,10500000,coal
China,1200,bituminous,supercritical,19,6181089,coal
Mexico,496,natural_gas,CCGT,55,0,gas
United_States,1035,natural_gas,CCGT,13,5952623,gas
Saudi_Arabia,587,natural_gas,OCGT,11,2764278,gas
Argentina,97,natural_gas,OCGT,48,400538,gas
Czech_Republic,800,coal,cogeneration,43,3515612,coal
Spain,513,coal,subcritical,33,2353464,coal
Germany,430,natural_gas,CCGT,45,607502,gas
Greece,600,lignite,subcritical,13,0,coal
United_Kingdom,106,natural_gas,OCGT,64,659430,gas
China,1200,bituminous,subcritical,6,0,coal
Russia,738,natural_gas,CCGT,64,307639,gas
United_Kingdom,1305,natural_gas,CCGT,38,10300000,gas
Ukraine,100,oil,Engine,64,835335,oil
Poland,990,natural_gas,CCGT,61,3165899,gas
Nigeria,191,natural_gas,OCGT,10,229086,gas
India,1500,natural_gas,CCGT,7,0,gas
Pakistan,850,oil,subcritical,17,2041564,oil
Algeria,500,natural_gas,CCGT,11,429393,gas
United_States,1710,lignite,subcritical,32,10500000,coal
United_States,14,natural_gas,CCGT,31,7687,gas
Bolivia,120,natural_gas,OCGT,17,120000,gas
United_States,2,bituminous,subcritical,48,0,coal
United_States,232,subbituminous,subcritical,47,1140785,coal
China,1980,bituminous,supercritical,22,11300000,coal
India,540,coal,subcritical,4,0,coal
Italy,98,natural_gas,CCGT,16,570785,gas
China,1200,bituminous,supercritical,21,0,coal
Kenya,30,coal,supercritical,1,0,coal
Samoa,23,oil,Engine,5,0,oil
Sri_Lanka,23,oil,Engine,15,0,oil
Spain,460,natural_gas,CCGT,14,1333567,gas
United_States,232,subbituminous,subcritical,47,1140785,coal
Thailand,824,natural_gas,CCGT,9,5473000,gas
India,1200,coal,subcritical,7,1615020,coal
Egypt,750,natural_gas,CCGT,7,1764947,gas
Kenya,100,oil,Engine,12,17857,oil
China,1200,anthracite,supercritical,19,2093900,coal
Moldova,2520,coal,subcritical,53,2673859,coal
Chile,379,natural_gas,CCGT,53,1160428,gas
France,1450,natural_gas,CCGT,49,5617879,gas
United_States,100,oil,Engine,18,35131,oil
Chile,250,natural_gas,CCGT,17,287087,gas
China,1260,bituminous,supercritical,27,6594887,coal
Qatar,1350,natural_gas,CCGT,6,0,gas
Italy,384,natural_gas,CCGT,12,874702,gas
Egypt,100,natural_gas,OCGT,43,426830,gas
Bangladesh,420,natural_gas,subcritical,24,1362690,gas
China,1300,bituminous,cogeneration,18,3393471,coal
Belgium,4,natural_gas,subcritical,16,13006,gas
Turkmenistan,590,oil,subcritical,11,9371713,oil
Russia,500,bituminous,cogeneration,75,3270618,coal
United_Kingdom,45,natural_gas,OCGT,19,37782,gas
Malaysia,100,natural_gas,CCGT,55,335361,gas
Russia,98,natural_gas,CCGT,53,106755,gas
Morocco,300,oil,subcritical,34,2145390,oil
Mexico,496,natural_gas,CCGT,55,0,gas
Netherlands,418,coal,subcritical,45,2300000,coal
United_Kingdom,3,natural_gas,OCGT,8,0,gas
United_States,989,natural_gas,CCGT,13,5145072,gas
Canada,132,oil,Engine,41,236260,oil
Spain,400,natural_gas,CCGT,11,3023616,gas
China,2600,coal,subcritical,17,16300000,coal
Indonesia,300,oil,subcritical,28,2145390,oil
Brazil,436,oil,subcritical,16,2202695,oil
China,800,bituminous,subcritical,17,3879330,coal
Ireland,445,natural_gas,CCGT,7,0,gas
Russia,72,natural_gas,subcritical,9,0,gas
United_States,1136,natural_gas,CCGT,13,5323759,gas
Nicaragua,534,natural_gas,OCGT,10,1015459,gas
Belgium,889,coal,subcritical,24,0,coal
United_States,2,subbituminous,subcritical,48,0,coal
United_States,2,subbituminous,subcritical,48,0,coal
Greece,16,natural_gas,OCGT,20,8986,gas
Sweden,840,oil,subcritical,11,2041564,oil
United_States,1193,oil,OCGT,13,621175,oil
Thailand,513,coal,cogeneration,23,2353464,coal
China,600,anthracite,subcritical,28,3509996,coal
Japan,4100,bituminous,supercritical,24,30000000,coal
Spain,400,natural_gas,CCGT,7,733509,gas
Germany,850,natural_gas,CCGT,41,79039,gas
Togo,100,natural_gas,OCGT,7,35131,gas
China,3200,coal,supercritical,12,12400000,coal
Poland,250,coal,subcritical,39,344061,coal
China,2060,coal,ultrasupercritical,17,3385291,coal
Japan,1300,oil,subcritical,45,2058124,oil
Italy,800,natural_gas,CCGT,11,2981555,gas
Ukraine,1245,subbituminous,supercritical,35,7122506,coal
Indonesia,3500,subbituminous,subcritical,33,24500000,coal
Spain,1200,natural_gas,CCGT,11,5259241,gas
Oman,728,natural_gas,CCGT,9,3921242,gas
Belarus,1130,natural_gas,CCGT,56,2151392,gas
United_States,1782,bituminous,subcritical,32,16500000,coal
China,2000,bituminous,subcritical,24,12300000,coal
Canada,18,natural_gas,OCGT,17,28066,gas
India,1920,coal,subcritical,8,0,coal
Qatar,626,natural_gas,CCGT,40,1850903,gas
China,1260,bituminous,supercritical,31,10200000,coal
Russia,375,bituminous,cogeneration,60,1799957,coal
Japan,2100,oil,subcritical,43,2815585,oil
Hungary,182,coal,subcritical,18,877487,coal
India,248,coal,subcritical,29,344061,coal
Spain,655,bituminous,subcritical,33,4259089,coal
Brazil,198,natural_gas,OCGT,18,0,gas
Spain,400,natural_gas,CCGT,14,1580522,gas
United_States,1200,natural_gas,CCGT,13,4358140,gas
United_States,2,bituminous,subcritical,48,0,coal
Egypt,750,natural_gas,CCGT,7,1764947,gas
United_Kingdom,363,natural_gas,CCGT,17,1710553,gas
United_States,989,natural_gas,CCGT,13,5145072,gas
United_States,280,natural_gas,CCGT,62,852592,gas
France,2600,anthracite,subcritical,47,5291023,coal
United_States,730,natural_gas,subcritical,86,3921242,gas
Kuwait,144,natural_gas,CCGT,-14,891867,gas
United_Kingdom,1360,natural_gas,CCGT,38,5863563,gas
France,250,coal,subcritical,52,875048,coal
China,1200,anthracite,supercritical,21,0,coal
United_States,550,natural_gas,CCGT,15,548443,gas
Mongolia,29,subbituminous,subcritical,53,0,coal
Spain,1200,natural_gas,CCGT,11,3932472,gas
Japan,3600,oil,supercritical,38,16100000,oil
China,600,bituminous,supercritical,39,4574326,coal
United_States,1370,natural_gas,CCGT,33,5863563,gas
Saudi_Arabia,3400,natural_gas,CCGT,11,9852583,gas
Chile,874,natural_gas,OCGT,18,2922185,gas
United_States,232,bituminous,subcritical,47,1140785,coal
Egypt,200,oil,subcritical,43,416230,oil
South_Africa,102,natural_gas,OCGT,4,185718,gas
Republic_of_Korea,450,natural_gas,CCGT,5,0,gas
South_Africa,125,coal,subcritical,4,565348,coal
Vietnam,100,lignite,subcritical,25,835335,coal
United_States,2,bituminous,subcritical,48,0,coal
Japan,1650,bituminous,subcritical,15,9625361,coal
China,37,subbituminous,subcritical,15,266943,coal
China,600,anthracite,subcritical,30,6220532,coal
United_States,1567,bituminous,subcritical,32,5698110,coal
Germany,2413,lignite,subcritical,41,15500000,coal
Russia,377,bituminous,cogeneration,57,2198169,coal
United_States,600,subbituminous,ultrasupercritical,59,3321990,coal
Greece,570,natural_gas,CCGT,7,1913109,gas
India,1320,coal,supercritical,3,0,coal
China,1200,bituminous,supercritical,21,0,coal
Japan,1200,bituminous,ultrasupercritical,8,3136972,coal
China,1200,anthracite,supercritical,10,5182357,coal
Greece,550,lignite,subcritical,7,2214551,coal
United_States,652,natural_gas,CCGT,59,4531000,gas
South_Africa,300,natural_gas,OCGT,0,1190385,gas
United_States,996,natural_gas,CCGT,13,0,gas
Pakistan,1292,oil,subcritical,17,6041628,oil
Germany,458,coal,subcritical,53,3189000,coal
United_States,1782,bituminous,subcritical,32,16500000,coal
United_States,652,natural_gas,CCGT,59,4531000,gas
China,1200,anthracite,supercritical,19,6181089,coal
Saudi_Arabia,5523,oil,subcritical,16,0,oil
Australia,1280,natural_gas,subcritical,16,10300000,gas
United_Kingdom,123,natural_gas,CCGT,64,113315,gas
China,1200,bituminous,supercritical,10,5182357,coal
Chile,778,natural_gas,CCGT,22,0,gas
China,600,coal,subcritical,48,2611700,coal
China,1320,coal,subcritical,6,0,coal
Japan,4400,oil,supercritical,46,1935847,oil
Japan,2000,bituminous,supercritical,27,12400000,coal
Russia,33,natural_gas,CCGT,64,104506,gas
India,500,lignite,subcritical,43,1244899,coal
China,1200,bituminous,supercritical,24,6283780,coal
Spain,563,bituminous,subcritical,33,3848348,coal
China,1200,bituminous,supercritical,11,2959098,coal
Netherlands,121,natural_gas,CCGT,41,440077,gas
India,1000,subbituminous,subcritical,10,58865,coal
Germany,1674,coal,ultrasupercritical,25,7840923,coal
Kuwait,876,natural_gas,CCGT,-14,33898,gas
Argentina,327,natural_gas,CCGT,48,1021104,gas
China,1200,anthracite,supercritical,9,0,coal
Malaysia,216,natural_gas,OCGT,55,629016,gas
Canada,170,natural_gas,cogeneration,27,108033,gas
France,480,anthracite,subcritical,9,0,coal
China,1200,anthracite,supercritical,24,6283780,coal
United_States,1782,bituminous,subcritical,32,16500000,coal
Russia,8,lignite,subcritical,12,22470,coal
Venezuela,450,natural_gas,CCGT,25,1539853,gas
Singapore,218,natural_gas,CCGT,39,629016,gas
China,1200,bituminous,supercritical,10,5182357,coal
United_States,2,subbituminous,subcritical,48,0,coal
United_States,1200,natural_gas,CCGT,13,4358140,gas
Chile,139,natural_gas,OCGT,12,522767,gas
Egypt,900,oil,subcritical,7,2041564,oil
United_States,242,bituminous,subcritical,47,344061,coal
Chile,133,natural_gas,OCGT,12,192219,gas
India,120,natural_gas,OCGT,12,816900,gas
China,1200,bituminous,subcritical,24,6283780,coal
Japan,1200,oil,subcritical,45,1855632,oil
Thailand,1232,natural_gas,CCGT,9,4880687,gas
Japan,2130,oil,subcritical,10,2968234,oil
Canada,68,natural_gas,CCGT,41,59535,gas
China,400,natural_gas,CCGT,18,3005152,gas
United_States,9,bituminous,subcritical,31,28003,coal
Australia,600,coal,subcritical,50,3402101,coal
China,600,bituminous,subcritical,58,4352705,coal
Argentina,830,natural_gas,CCGT,48,0,gas
Poland,206,coal,cogeneration,39,0,coal
China,2520,bituminous,subcritical,13,5413975,coal
Belgium,1,natural_gas,subcritical,16,2965,gas
Russia,655,lignite,subcritical,42,4259089,coal
United_States,1487,bituminous,subcritical,32,8098859,coal
India,300,coal,subcritical,22,0,coal
United_States,100,oil,Engine,18,35131,oil
Russia,20,coal,subcritical,81,71923,coal
Spain,620,subbituminous,subcritical,33,4047700,coal
Turkmenistan,254,natural_gas,OCGT,11,160968,gas
France,452,anthracite,subcritical,7,2675795,coal
China,1200,bituminous,supercritical,12,5353323,coal
China,1200,coal,supercritical,10,6146662,coal
United_States,1782,bituminous,subcritical,32,16500000,coal
Brazil,346,natural_gas,CCGT,14,1365103,gas
United_States,2,bituminous,subcritical,48,0,coal
United_Kingdom,16,natural_gas,OCGT,64,18487,gas
China,1200,coal,supercritical,10,5182357,coal
Vietnam,257,oil,CCGT,25,1004406,oil
China,500,natural_gas,CCGT,12,1725166,gas
Israel,450,natural_gas,CCGT,37,0,gas
